,Customer ID,Outcome
278,789152,Defaulted
279,1022878,Paid
280,703863,Defaulted
281,838544,Paid
282,573122,Defaulted
283,763149,Paid
284,959395,Paid
285,873646,Paid
286,893869,Defaulted
287,1101812,Paid
288,609289,Paid
289,721359,Paid
290,933691,Defaulted
291,656867,Paid
292,688861,Paid
293,825294,Defaulted
294,1070539,Paid
295,605883,Paid
296,924830,Paid
297,688707,Paid
298,971123,Defaulted
299,805408,Paid
300,928364,Paid
301,787984,Paid
302,621833,Defaulted
303,810887,Defaulted
304,675948,Defaulted
305,710927,Paid
306,688001,Defaulted
307,967174,Paid
308,714939,Paid
309,1098081,Defaulted
310,994490,Defaulted
311,1044296,Paid
312,1036016,Defaulted
313,802874,Paid
314,584344,Paid
315,975168,Defaulted
316,652278,Defaulted
317,888031,Paid
318,730249,Paid
319,929364,Paid
320,717439,Paid
321,980660,Defaulted
322,887786,Paid
323,1013379,Paid
324,831959,Defaulted
325,611927,Defaulted
326,1032666,Defaulted
327,1014697,Defaulted
328,740359,Paid
329,1023722,Defaulted
330,1039818,Paid
331,683845,Paid
332,1094806,Paid
333,692144,Paid
334,640117,Paid
335,555574,Defaulted
336,1103323,Defaulted
337,787659,Defaulted
338,651410,Defaulted
339,994657,Defaulted
340,646681,Paid
341,1005610,Paid
342,571409,Paid
343,706920,Paid
344,843527,Paid
345,731602,Paid
346,786325,Paid
347,929744,Defaulted
348,955373,Paid
349,834294,Paid
350,855779,Defaulted
351,688515,Defaulted
352,594488,Defaulted
353,576865,Defaulted
354,979868,Defaulted
355,716374,Paid
356,585587,Defaulted
357,780555,Paid
358,1061267,Paid
359,933203,Paid
360,668501,Paid
361,657204,Defaulted
362,842819,Defaulted
363,903805,Defaulted
364,805251,Paid
365,984606,Paid
366,573453,Defaulted
367,926301,Paid
368,933048,Defaulted
369,1071142,Paid
370,837396,Paid
371,568209,Paid
372,614105,Paid
373,742297,Paid
374,1084031,Defaulted
375,929299,Paid
376,722046,Paid
377,655652,Defaulted
378,955008,Paid
379,919163,Paid
380,879639,Defaulted
381,982737,Defaulted
382,720083,Paid
383,1076440,Paid
384,822564,Paid
385,962904,Paid
386,630674,Paid
387,604556,Paid
388,1095525,Paid
389,1107077,Paid
390,914981,Paid
391,799432,Paid
392,992208,Paid
393,1025576,Defaulted
394,577457,Defaulted
395,981762,Defaulted
396,607388,Defaulted
397,1055483,Paid
398,1034241,Defaulted
399,1098683,Defaulted
400,1048336,Paid
401,965011,Paid
402,666907,Paid
403,698569,Paid
404,1013212,Defaulted
405,1053479,Paid
406,968107,Defaulted
407,763673,Defaulted
408,736220,Defaulted
409,924869,Paid
410,1043281,Defaulted
411,1050859,Paid
412,673526,Paid
413,1097027,Paid
414,703150,Paid
415,760050,Defaulted
416,850328,Defaulted
417,636307,Paid
418,652385,Defaulted
419,794162,Paid
420,649405,Defaulted
421,962136,Paid
422,1108728,Paid
423,669919,Defaulted
424,570726,Paid
425,676473,Defaulted
426,991251,Defaulted
427,1010227,Defaulted
428,1015051,Defaulted
429,666551,Defaulted
430,690428,Defaulted
431,888784,Defaulted
432,621819,Defaulted
433,850629,Paid
434,867947,Paid
435,660300,Defaulted
436,997089,Paid
437,1013603,Defaulted
438,813290,Defaulted
439,931991,Paid
440,817693,Defaulted
441,863394,Paid
442,648929,Paid
443,922688,Defaulted
444,923323,Defaulted
445,744545,Defaulted
446,569085,Paid
447,995796,Paid
448,1038625,Paid
449,857129,Defaulted
450,697604,Paid
451,665406,Paid
452,936584,Paid
453,1031445,Defaulted
454,680058,Paid
455,924395,Paid
456,772478,Paid
457,891359,Defaulted
458,621518,Defaulted
459,990971,Defaulted
460,962859,Defaulted
461,961052,Paid
462,665690,Defaulted
463,890248,Paid
464,1049099,Paid
465,795764,Defaulted
466,934499,Paid
467,811466,Paid
468,1090872,Defaulted
469,687009,Paid
470,1078566,Defaulted
471,917876,Paid
472,1014154,Paid
473,873607,Paid
474,604003,Defaulted
475,649778,Paid
476,818622,Defaulted
477,1054608,Paid
478,617428,Paid
479,800126,Paid
480,783747,Defaulted
481,962679,Defaulted
482,714349,Paid
483,682749,Defaulted
484,716341,Paid
485,996495,Paid
486,581206,Paid
487,831588,Defaulted
488,981673,Paid
489,772206,Paid
490,1004385,Paid
491,888290,Defaulted
492,774258,Paid
493,1007361,Defaulted
494,889839,Paid
495,917493,Paid
496,781115,Defaulted
497,925820,Paid
498,1035610,Paid
499,637495,Paid
500,574015,Paid
501,830941,Defaulted
502,876872,Paid
503,904732,Paid
504,583285,Defaulted
505,915546,Paid
506,606843,Paid
507,626829,Defaulted
508,930194,Paid
509,1021013,Defaulted
510,1104247,Paid
511,953789,Defaulted
512,819149,Defaulted
513,1058734,Paid
514,784607,Paid
515,920934,Paid
516,952664,Paid
517,879544,Defaulted
518,962731,Paid
519,1048639,Paid
520,900538,Defaulted
521,619525,Paid
522,708248,Paid
523,570807,Defaulted
524,884048,Paid
525,576051,Paid
526,937457,Paid
527,656654,Defaulted
528,765562,Defaulted
529,821850,Paid
530,679655,Paid
531,671153,Paid
532,711161,Defaulted
533,1104611,Defaulted
534,604695,Paid
535,956017,Defaulted
536,954349,Defaulted
537,1031253,Defaulted
538,619970,Defaulted
539,773116,Defaulted
540,1010141,Paid
541,690067,Defaulted
542,1007402,Paid
543,613362,Paid
544,609972,Defaulted
545,931633,Paid
546,792692,Paid
547,830867,Paid
548,662326,Defaulted
549,634458,Defaulted
550,577403,Paid
551,704926,Paid
552,818208,Paid
553,861238,Paid
554,988659,Paid
555,734806,Paid
556,610767,Defaulted
557,878136,Defaulted
558,890840,Paid
559,979664,Defaulted
560,761404,Paid
561,657522,Paid
562,1079138,Paid
563,844233,Paid
564,715721,Paid
565,699166,Defaulted
566,938669,Defaulted
567,856519,Defaulted
568,984568,Paid
569,887421,Paid
570,864465,Defaulted
571,920867,Paid
572,778207,Paid
573,685309,Defaulted
574,765395,Paid
575,1019113,Paid
576,926739,Paid
577,1095095,Defaulted
578,981596,Defaulted
579,978099,Defaulted
580,899291,Paid
581,811560,Defaulted
582,1090039,Paid
583,687406,Paid
584,592063,Paid
585,695348,Defaulted
586,696587,Paid
587,870478,Paid
588,733096,Paid
589,966977,Defaulted
590,1036434,Defaulted
591,716450,Paid
592,978685,Defaulted
593,686026,Paid
594,760446,Paid
595,733696,Paid
596,840826,Paid
597,756770,Defaulted
598,1071084,Defaulted
599,1017544,Paid
600,1096460,Paid
601,919239,Defaulted
602,700578,Defaulted
603,651497,Paid
604,1045310,Paid
605,610579,Defaulted
606,667867,Paid
607,810286,Paid
608,869211,Paid
609,943546,Paid
610,580118,Paid
611,957917,Defaulted
612,637188,Defaulted
613,811861,Defaulted
614,741729,Paid
615,887987,Paid
616,930836,Defaulted
617,917195,Defaulted
618,921225,Paid
619,661461,Paid
620,797456,Defaulted
621,783571,Defaulted
622,764209,Paid
623,1078340,Paid
624,733675,Paid
625,612360,Defaulted
626,641028,Paid
627,944229,Paid
628,979321,Defaulted
629,776076,Defaulted
630,818331,Paid
631,1032192,Paid
632,635990,Defaulted
633,1064211,Paid
634,825116,Paid
635,751219,Defaulted
636,1058063,Defaulted
637,930564,Defaulted
638,990112,Paid
639,952060,Defaulted
640,907403,Paid
641,1104344,Paid
642,573627,Defaulted
643,684733,Defaulted
644,852896,Defaulted
645,754734,Defaulted
646,624034,Paid
647,809633,Defaulted
648,625698,Defaulted
649,562557,Paid
650,1095754,Paid
651,1055519,Paid
652,596827,Defaulted
653,793310,Defaulted
654,642868,Paid
655,739061,Paid
656,1084870,Paid
657,859689,Paid
658,925537,Paid
659,793401,Defaulted
660,1079759,Defaulted
661,666472,Paid
662,864947,Paid
663,1002487,Paid
664,993683,Paid
665,579816,Defaulted
666,757533,Paid
667,712629,Paid
668,831178,Defaulted
669,729861,Paid
670,612019,Defaulted
671,908606,Paid
672,998414,Defaulted
673,967482,Defaulted
674,656407,Paid
675,917811,Paid
676,742870,Paid
677,772090,Paid
678,1091434,Paid
679,890467,Defaulted
680,746000,Paid
681,649052,Defaulted
682,1104321,Defaulted
683,734381,Paid
684,610435,Defaulted
685,838802,Paid
686,842299,Paid
687,937466,Paid
688,573058,Paid
689,1013332,Defaulted
690,637361,Paid
691,994071,Paid
692,700789,Paid
693,1110985,Paid
694,1046078,Defaulted
695,751732,Paid
696,1031703,Defaulted
697,597755,Defaulted
698,650711,Defaulted
699,1060937,Paid
700,832108,Defaulted
701,950140,Defaulted
702,885529,Paid
703,1070861,Defaulted
704,762900,Defaulted
705,906996,Defaulted
706,664421,Defaulted
707,814741,Paid
708,749688,Defaulted
709,1086831,Defaulted
710,640063,Defaulted
711,708669,Defaulted
712,1062828,Defaulted
713,964230,Defaulted
714,1077064,Paid
715,656956,Paid
716,661107,Defaulted
717,605008,Paid
718,986868,Paid
719,682603,Paid
720,992138,Defaulted
721,730028,Paid
722,1015092,Defaulted
723,988973,Paid
724,928841,Defaulted
725,765024,Defaulted
726,695934,Defaulted
727,599269,Defaulted
728,741914,Paid
729,674486,Paid
730,826478,Paid
731,1073785,Paid
732,896318,Paid
733,661245,Paid
734,882841,Defaulted
735,1029562,Paid
736,833595,Defaulted
737,734912,Paid
738,952445,Defaulted
739,1048447,Paid
740,691809,Paid
741,945577,Paid
742,839467,Defaulted
743,759327,Paid
744,967020,Paid
745,905599,Paid
746,1055940,Paid
747,1002893,Defaulted
748,707992,Defaulted
749,624322,Paid
750,716465,Paid
751,645996,Defaulted
752,951503,Defaulted
753,683901,Paid
754,706995,Paid
755,594861,Paid
756,1069156,Defaulted
757,843225,Paid
758,1017327,Defaulted
759,692992,Paid
760,645252,Defaulted
761,734514,Paid
762,728779,Defaulted
763,1049339,Paid
764,878313,Defaulted
765,1057033,Paid
766,932020,Defaulted
767,1092014,Defaulted
768,621261,Defaulted
769,1048208,Paid
770,1079436,Paid
771,1006221,Paid
772,653329,Defaulted
773,859758,Paid
774,565455,Paid
775,912944,Defaulted
776,816285,Paid
777,867646,Defaulted
778,569754,Paid
779,791378,Paid
780,587282,Defaulted
781,846166,Paid
782,637124,Defaulted
783,1053003,Paid
784,831145,Paid
785,750900,Paid
786,1015400,Paid
787,727298,Paid
788,887733,Paid
789,703478,Defaulted
790,584399,Paid
791,615258,Defaulted
792,922970,Paid
793,924058,Defaulted
794,1008485,Defaulted
795,620141,Paid
796,692743,Defaulted
797,662401,Paid
798,683204,Defaulted
799,1092742,Paid
800,760372,Paid
801,735920,Defaulted
802,1059058,Defaulted
803,734941,Defaulted
804,974242,Paid
805,1086813,Defaulted
806,1050632,Defaulted
807,948003,Paid
808,1008806,Defaulted
809,929531,Paid
810,645789,Paid
811,794957,Paid
812,678963,Defaulted
813,645356,Paid
814,850364,Paid
815,893367,Paid
816,780640,Paid
817,754901,Defaulted
818,765671,Paid
819,992335,Defaulted
820,825686,Defaulted
821,628244,Defaulted
822,1011063,Defaulted
823,939656,Defaulted
824,639755,Paid
825,708417,Paid
826,917613,Paid
827,910058,Defaulted
828,564441,Paid
829,963636,Paid
830,673584,Paid
831,629280,Defaulted
832,675135,Paid
833,666068,Defaulted
834,948608,Defaulted
835,641550,Paid
836,728108,Paid
837,931707,Defaulted
838,574390,Paid
839,662799,Defaulted
840,973657,Defaulted
841,1083702,Paid
842,947520,Defaulted
843,746666,Defaulted
844,714724,Paid
845,922103,Defaulted
846,753159,Defaulted
847,744042,Defaulted
848,870018,Defaulted
849,834260,Defaulted
850,560150,Paid
851,1050624,Defaulted
852,823285,Paid
853,572968,Paid
854,672440,Paid
855,769988,Defaulted
856,618120,Defaulted
857,933906,Defaulted
858,686198,Defaulted
859,755811,Paid
860,809331,Paid
861,617374,Defaulted
862,846514,Defaulted
863,561343,Paid
864,831688,Paid
865,802683,Defaulted
866,573339,Paid
867,881967,Paid
868,778950,Paid
869,856964,Paid
870,1092465,Defaulted
871,772695,Paid
872,878044,Paid
873,809818,Paid
874,581109,Paid
875,810211,Defaulted
876,1006114,Defaulted
877,1090560,Defaulted
878,865754,Paid
879,823347,Paid
880,710494,Defaulted
881,857886,Paid
882,975730,Defaulted
883,719662,Defaulted
884,597381,Defaulted
885,680373,Paid
886,850063,Defaulted
887,954958,Paid
888,655159,Paid
889,575877,Paid
890,1068188,Defaulted
891,817436,Defaulted
892,868677,Paid
893,566812,Paid
894,807350,Defaulted
895,678630,Paid
896,678605,Defaulted
897,979375,Defaulted
898,951962,Defaulted
899,601794,Defaulted
900,811831,Defaulted
901,752727,Paid
902,1004890,Paid
903,912741,Paid
904,1098422,Paid
905,662803,Defaulted
906,644468,Defaulted
907,683146,Paid
908,764623,Paid
909,588403,Defaulted
910,610625,Defaulted
911,565367,Defaulted
912,1072744,Defaulted
913,825203,Paid
914,786766,Defaulted
915,1020361,Paid
916,992337,Paid
917,1009277,Defaulted
918,783663,Defaulted
919,672808,Defaulted
920,1083503,Defaulted
921,647802,Paid
922,1024546,Defaulted
923,1085141,Defaulted
924,724394,Defaulted
925,653068,Defaulted
926,865535,Paid
927,964706,Paid
928,919557,Paid
929,610801,Paid
930,680235,Paid
931,715306,Paid
932,736416,Paid
933,877759,Defaulted
934,1075370,Paid
935,855174,Defaulted
936,730302,Paid
937,1018505,Defaulted
938,662109,Paid
939,806092,Defaulted
940,890980,Defaulted
941,649682,Paid
942,829293,Paid
943,1030647,Defaulted
944,732737,Defaulted
945,578019,Paid
946,1043653,Paid
947,842612,Defaulted
948,970998,Defaulted
949,1034100,Defaulted
950,788385,Paid
951,826496,Paid
952,1074184,Defaulted
953,670241,Paid
954,603060,Paid
955,611293,Defaulted
956,754945,Paid
957,893898,Defaulted
958,1000458,Paid
959,1004212,Defaulted
960,1077928,Paid
961,1035472,Paid
962,646125,Paid
963,1002518,Defaulted
964,654631,Defaulted
965,1027873,Defaulted
966,599167,Defaulted
967,1050822,Defaulted
968,858182,Defaulted
969,738669,Defaulted
970,647049,Defaulted
971,911806,Defaulted
972,939265,Paid
973,1066824,Paid
974,901372,Defaulted
975,1016023,Defaulted
976,1110225,Paid
977,869004,Defaulted
978,798040,Defaulted
979,1037019,Paid
980,814570,Paid
981,632203,Paid
982,910150,Defaulted
983,922102,Defaulted
984,675988,Defaulted
985,935637,Defaulted
986,940555,Defaulted
987,1051894,Paid
988,948804,Defaulted
989,1080820,Paid
990,884626,Defaulted
991,867965,Defaulted
992,1094320,Paid
993,1063733,Defaulted
994,616130,Defaulted
995,731899,Defaulted
996,1103398,Defaulted
997,806171,Defaulted
998,748920,Defaulted
999,875792,Defaulted
1000,600205,Defaulted
1001,701162,Paid
1002,646872,Paid
1003,851550,Paid
1004,985148,Paid
1005,1015838,Paid
1006,997118,Paid
1007,1044876,Defaulted
1008,897876,Defaulted
1009,586960,Paid
1010,925482,Defaulted
1011,1017199,Defaulted
1012,930905,Paid
1013,878858,Defaulted
1014,749297,Paid
1015,1027292,Paid
1016,762812,Defaulted
1017,571230,Paid
1018,712983,Defaulted
1019,586502,Defaulted
1020,1076651,Paid
1021,1101135,Paid
1022,930588,Paid
1023,986538,Paid
1024,985564,Paid
1025,557984,Paid
1026,698267,Paid
1027,986460,Defaulted
1028,910869,Paid
1029,982780,Defaulted
1030,704494,Defaulted
1031,966661,Paid
1032,595695,Defaulted
1033,566875,Paid
1034,802042,Defaulted
1035,870399,Defaulted
1036,622141,Defaulted
1037,817024,Defaulted
1038,1044557,Paid
1039,1099704,Defaulted
1040,904922,Defaulted
1041,833628,Paid
1042,958109,Paid
1043,605892,Paid
1044,604770,Paid
1045,605558,Paid
1046,855694,Defaulted
1047,938408,Paid
1048,888298,Defaulted
1049,657008,Defaulted
1050,745315,Defaulted
1051,724614,Paid
1052,896654,Paid
1053,704458,Paid
1054,944870,Defaulted
1055,738950,Paid
1056,998176,Paid
1057,774656,Paid
1058,903235,Paid
1059,1040020,Paid
1060,941785,Paid
1061,648605,Paid
1062,887945,Defaulted
1063,834540,Paid
1064,685679,Paid
1065,1022426,Paid
1066,659142,Defaulted
1067,848959,Defaulted
1068,711882,Paid
1069,925107,Paid
1070,895970,Paid
1071,1010051,Defaulted
1072,597962,Defaulted
1073,724234,Paid
1074,939595,Paid
1075,1056425,Defaulted
1076,766237,Paid
1077,680858,Paid
1078,883508,Paid
1079,811344,Defaulted
1080,1004608,Paid
1081,1072516,Defaulted
1082,1022732,Paid
1083,637323,Defaulted
1084,611448,Paid
1085,676548,Defaulted
1086,983626,Paid
1087,621404,Defaulted
1088,930667,Defaulted
1089,1066388,Paid
1090,881600,Defaulted
1091,687368,Defaulted
1092,876363,Paid
1093,1079846,Paid
1094,799036,Defaulted
1095,787411,Defaulted
1096,562306,Defaulted
1097,766341,Paid
1098,1053065,Paid
1099,935315,Paid
1100,581931,Defaulted
1101,832413,Defaulted
1102,911335,Paid
1103,712730,Paid
1104,718449,Defaulted
1105,810906,Paid
1106,794351,Paid
1107,678372,Paid
1108,874595,Paid
1109,630295,Defaulted
1110,918741,Paid
1111,911530,Paid
1112,1081577,Defaulted
1113,1017493,Paid
1114,1035301,Paid
1115,708389,Defaulted
1116,1057763,Defaulted
1117,555581,Paid
1118,616811,Paid
1119,809810,Paid
1120,1008229,Paid
1121,1039592,Defaulted
1122,652937,Defaulted
1123,1038732,Paid
1124,684733,Paid
1125,834953,Defaulted
1126,618552,Paid
1127,971912,Paid
1128,613282,Defaulted
1129,1028095,Defaulted
1130,779225,Defaulted
1131,1102925,Defaulted
1132,807008,Defaulted
1133,899542,Paid
1134,796442,Paid
1135,1049618,Paid
1136,970792,Defaulted
1137,602585,Defaulted
1138,678807,Defaulted
1139,858708,Paid
1140,1055624,Defaulted
1141,964867,Defaulted
1142,700000,Defaulted
1143,865775,Defaulted
1144,1008243,Paid
1145,907642,Paid
1146,1069106,Defaulted
1147,766717,Paid
1148,584937,Defaulted
1149,1008079,Paid
1150,1104463,Paid
1151,900142,Paid
1152,758805,Defaulted
1153,772865,Defaulted
1154,915967,Defaulted
1155,558448,Defaulted
1156,805921,Defaulted
1157,849336,Defaulted
1158,982581,Paid
1159,926696,Defaulted
1160,765843,Paid
1161,839433,Paid
1162,558850,Paid
1163,838392,Paid
1164,954464,Paid
1165,945909,Paid
1166,961768,Paid
1167,1061290,Paid
1168,905565,Paid
1169,1091238,Defaulted
1170,605775,Paid
1171,914307,Paid
1172,791810,Defaulted
1173,600339,Paid
1174,909212,Paid
1175,799283,Paid
1176,599240,Paid
1177,743845,Paid
1178,1091004,Defaulted
1179,858494,Paid
1180,734058,Paid
1181,794670,Defaulted
1182,983330,Defaulted
1183,571374,Defaulted
1184,603555,Paid
1185,687143,Paid
1186,856481,Defaulted
1187,975180,Defaulted
1188,1059587,Defaulted
1189,637891,Paid
1190,777540,Defaulted
1191,687744,Defaulted
1192,995528,Defaulted
1193,840317,Paid
1194,803003,Paid
1195,613982,Paid
1196,1002955,Defaulted
1197,1026269,Defaulted
1198,801386,Paid
1199,950045,Defaulted
1200,757287,Paid
1201,596522,Paid
1202,1017111,Paid
1203,1092504,Paid
1204,801251,Defaulted
1205,560691,Defaulted
1206,713009,Paid
1207,719349,Paid
1208,589487,Paid
1209,898294,Defaulted
1210,921811,Paid
1211,662382,Paid
1212,1015423,Defaulted
1213,846792,Paid
1214,886187,Defaulted
1215,1095506,Paid
1216,606264,Paid
1217,705922,Defaulted
1218,744639,Defaulted
1219,774702,Defaulted
1220,949183,Paid
1221,586561,Paid
1222,747564,Paid
1223,839658,Defaulted
1224,926683,Paid
1225,813573,Defaulted
1226,679729,Paid
1227,748905,Paid
1228,732148,Paid
1229,766673,Defaulted
1230,791044,Paid
1231,827479,Paid
1232,837089,Paid
1233,1104013,Paid
1234,1105327,Paid
1235,1068385,Paid
1236,623713,Paid
1237,635833,Paid
1238,878894,Paid
1239,765515,Paid
1240,675706,Defaulted
1241,1036017,Defaulted
1242,775051,Defaulted
1243,586685,Paid
1244,667333,Paid
1245,659629,Defaulted
1246,748227,Defaulted
1247,661346,Defaulted
1248,836084,Paid
1249,1050534,Paid
1250,610945,Defaulted
1251,1065383,Defaulted
1252,602326,Paid
1253,1087165,Paid
1254,915546,Paid
1255,1050020,Paid
1256,611043,Defaulted
1257,993790,Paid
1258,919904,Paid
1259,822367,Paid
1260,753862,Paid
1261,781131,Paid
1262,814336,Defaulted
1263,864602,Paid
1264,626098,Paid
1265,591505,Paid
1266,931202,Defaulted
1267,937689,Paid
1268,631119,Paid
1269,584719,Defaulted
1270,660649,Paid
1271,853707,Paid
1272,1020111,Paid
1273,665934,Paid
1274,848677,Defaulted
1275,848349,Defaulted
1276,959559,Paid
1277,691212,Defaulted
1278,758770,Defaulted
1279,1015506,Defaulted
1280,589294,Defaulted
1281,645579,Defaulted
1282,593616,Paid
1283,1088454,Defaulted
1284,860301,Paid
1285,616456,Paid
1286,1080752,Paid
1287,1024172,Defaulted
1288,813733,Paid
1289,1015995,Paid
1290,1028071,Paid
1291,567588,Defaulted
1292,630794,Paid
1293,1015987,Defaulted
1294,609264,Defaulted
1295,946922,Defaulted
1296,805304,Paid
1297,883117,Paid
1298,570682,Defaulted
1299,1003049,Paid
1300,901553,Paid
1301,811754,Paid
1302,632114,Paid
1303,739567,Paid
1304,902100,Defaulted
1305,650086,Paid
1306,598530,Paid
1307,1021660,Defaulted
1308,1003851,Defaulted
1309,677808,Paid
1310,1097688,Defaulted
1311,917287,Defaulted
1312,922047,Paid
1313,923028,Paid
1314,1017387,Paid
1315,793695,Defaulted
1316,569978,Paid
1317,574384,Defaulted
1318,1082248,Defaulted
1319,628607,Paid
1320,987924,Paid
1321,967323,Defaulted
1322,647281,Defaulted
1323,764651,Paid
1324,739989,Defaulted
1325,563863,Paid
1326,640166,Paid
1327,848672,Defaulted
1328,1004748,Defaulted
1329,757704,Defaulted
1330,1082749,Paid
1331,1080895,Defaulted
1332,971656,Paid
1333,825236,Paid
1334,575730,Paid
1335,877906,Paid
1336,684481,Paid
1337,998494,Defaulted
1338,1075998,Defaulted
1339,624217,Paid
1340,768186,Paid
1341,806461,Paid
1342,974471,Paid
1343,1044602,Paid
1344,788133,Defaulted
1345,591285,Paid
1346,909712,Defaulted
1347,736022,Defaulted
1348,929067,Paid
1349,823783,Paid
1350,1070780,Defaulted
1351,828885,Paid
1352,1011094,Paid
1353,842533,Defaulted
